ID,ID in paper,CAS,SMILES,Hydrogen evolution rate / µmol/h,EA* / V,EA / V,Sr / a.u.,Δσ / Å,H(CT) / Å,D(Δ) / a.u.,E(exciton binding) / eV,E(solvation) / eV,E(binding) / eV,S1-S0 / eV,S1-T1 / eV,pos_0,pos_1,group,fps_cluster,fps_pos0,fps_pos1,b3lypsoap_pos0,b3lypsoap_pos1,b3lyp_cluster,dft_pos0,dft_pos1,dft_cluster,num_rotatable_bounds,b3lypsoapval_pos0,b3lypsoapval_pos1
891,647,611-99-4,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)O)O,0,1.007117625,-2.782454137,0.53231,0.77,1.229,1.73846,0.836856483,-0.42372084,-0.409527244,3.7896,0.603327991,,,,,,,,,,,,,2,4.974302,11.225656
892,648,643-79-8,C1=CC=C(C(=C1)C=O)C=O,0.491227975,1.34878015,-2.001882786,0.77246,0.473,1.253,2.034008,1.394754964,-0.231158279,-0.575518795,4.2601,0.411769228,,,,,,,,,,,,,2,4.8947024,11.393209
893,649,619-12-5,C1=CC(=C(C=C1C(=O)O)O)C=O,8.190408592,1.609885907,-1.943910227,0.67383,0.65,1.487,0.756718,0.574766058,-0.268568347,-0.175558653,3.5538,1.016952078,,,,,,,,,,,,,2,3.128064,12.132137
894,650,55243-02-2,C1=CC(=NC2=C1C=CC(=N2)Cl)Cl,0.12164538,2.120288778,-2.161367643,0.77726,-0.326,1.181,0.693338,0.55922759,-0.305562218,-0.559560899,4.2817,0.799223909,,,,,,,,,,,,,0,1.414922,3.7942948
895,651,20469-65-2,COC1=CC(=CC(=C1)Br)OC,0.034788919,0.885445699,-4.108654803,0.88545,-0.176,1.336,0.40337,0.761124279,-0.162190233,-0.389318916,4.9941,1.052875946,,,,,,,,,,,,,2,6.910918,12.270585
896,652,120173-41-3,C1=C(C=C(C=C1C=O)Br)C=O,0.831448239,1.64546792,-2.013438309,0.6582,0.169,1.652,2.859665,1.066053018,-0.237914927,-0.367582989,4.0981,0.501110784,,,,,,,,,,,,,2,1.1227416,9.297592
897,653,158014-74-5,C1=CC=NC(=C1)C2=CC(=CC(=N2)C3=CC=CC=N3)C4=CC=C(C=C4)C(=O)O,0.440961312,1.444878462,-2.334209195,0.65915,0.451,2.423,4.834043,0.373697953,-0.339817163,-0.630292913,3.7791,0.700565259,,,,,,,,,,,,,4,3.855806,5.5619636
898,654,91983-26-5,B(C1=CC=C(C=C1)CC#N)(O)O,0,1.635633865,-3.575555911,0.94571,0.304,1.393,0.366442,0.890340158,-0.448404428,-0.27774762,5.2112,1.457546808,,,,,,,,,,,,,2,5.722775,13.110529
899,655,1148-79-4,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,0.170317288,1.375200282,-2.764032087,0.76176,-0.206,1.483,0.363199,0.395765773,-0.194946025,-0.458997111,4.1392,1.059996599,,,,,,,,,,,,,2,4.53339,4.4292893
900,656,620-93-9,CC1=CC=C(C=C1)NC2=CC=C(C=C2)C,0.07398759,0.007440478,-4.157360798,0.70315,0.389,1.052,0.750558,0.467761431,-0.167992933,-0.455592023,4.1648,0.786074592,,,,,,,,,,,,,2,6.957237,9.533382
901,657,101-70-2,COC1=CC=C(C=C1)NC2=CC=C(C=C2)OC,0.054951294,-0.238688969,-4.141762737,0.70796,0.088,1.125,0.417648,0.469488913,-0.258965969,-0.520660387,3.9031,0.644924763,,,,,,,,,,,,,4,6.8673906,11.267002
902,658,1416881-53-2,C1=CC=C2C(=C1)C3=CC=CC=C3N2C4=C(C(=C(C(=C4N5C6=CC=CC=C6C7=CC=CC=C75)C#N)N8C9=CC=CC=C9C1=CC=CC=C18)N1C2=CC=CC=C2C2=CC=CC=C21)C#N,1.602957133,0.760287869,-1.41992693,0.34186,-2.071,2.287,0.002829,0.421300857,-0.727472336,-0.406541159,2.1802,0.036691173,,,,,,,,,,,,,4,5.324999,7.623386
903,659,4czbn,N#CC1=C(N2C(C=CC=C3)=C3C4=C2C=CC=C4)C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)=CC(N8C(C=CC=C9)=C9C%10=C8C=CC=C%10)=C1N%11C(C=CC=C%12)=C%12C%13=C%11C=CC=C%13,1.653428547,0.717984909,-2.200058575,0.36153,-2.307,2.184,0.939343,0.436042307,-0.610726063,-0.574656868,2.9181,-0.01049812,,,,,,,,,,,,,4,5.3456755,7.62486
904,660,96220-15-4,CCC1=CC=C(C=C1)C(=O)CC#N,0.066125352,1.433409252,-2.497845627,0.50388,0.538,1.279,2.21046,1.107364289,-0.289492694,-0.354785741,3.9313,0.554301392,,,,,,,,,,,,,3,7.212797,10.429448
905,661,199102-69-7,CCCC1=CC=C(C=C1)C(=O)CC#N,0.055480176,1.433531268,-2.496158172,0.50089,0.553,1.264,2.232318,1.096998471,-0.288453549,-0.400098452,3.9297,0.555569248,,,,,,,,,,,,,4,7.4330616,10.444955
906,662,39528-62-6,CC(C)(C)C1=CC=C(C=C1)C(=O)CC#N,0.0435262,1.429728761,-2.497584507,0.49917,0.57,1.287,2.250466,1.087596177,-0.290293768,-0.41184841,3.9273,0.56213928,,,,,,,,,,,,,2,7.4891615,10.316469
907,663,2623-25-8,C1CCC2=C(C1)C=CC(=C2)C(=O)CC#N,0,1.396419027,-2.541959498,0.50776,0.516,1.258,2.167793,0.929905007,-0.288812793,-0.481102288,3.9384,0.619104804,,,,,,,,,,,,,2,7.3518305,10.389666
908,664,4894-75-1,C1CC(=O)CCC1C2=CC=CC=C2,0,0.179905724,-4.1209268,0.97203,0.034,1.32,0.145386,1.935126729,-0.213902641,-0.286552335,5.4327,0.630542747,,,,,,,,,,,,,1,7.6407566,10.406013
909,665,103-26-4,COC(=O)/C=C/C1=CC=CC=C1,0,1.628500967,-2.524213784,0.79428,0.083,2.298,2.300601,0.325580184,-0.204684161,-0.217535153,4.1527,1.649130006,,,,,,,,,,,,,2,6.690913,11.503247
910,666,100-10-7,CN(C)C1=CC=C(C=C1)C=O,0.340306536,0.726152136,-3.107276541,0.65234,0.014,2.15,4.547532,0.219709179,-0.257254651,-0.345683937,3.8334,1.038374691,,,,,,,,,,,,,2,7.687243,10.549546
911,667,552-16-9,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],0,1.897203493,-1.91198827,0.58259,-0.22,1.292,0.085673,1.232704843,-0.340716687,-0.185293747,3.8092,0.401381995,,,,,,,,,,,,,2,2.9263487,11.855062
912,668,142-08-5,C1=CC(=O)NC=C1,0,0.993630072,-3.41337191,0.75278,-0.173,1.327,1.197264,0.564982752,-0.302899838,-0.607061311,4.407,1.417347092,,,,,,,,,,,,,0,5.4682875,12.168401
