ID,ID in paper,CAS,SMILES,Hydrogen evolution rate / µmol/h,EA* / V,EA / V,Sr / a.u.,Δσ / Å,H(CT) / Å,D(Δ) / a.u.,E(exciton binding) / eV,E(solvation) / eV,E(binding) / eV,S1-S0 / eV,S1-T1 / eV,pos_0,pos_1,group,fps_cluster,fps_pos0,fps_pos1,b3lypsoap_pos0,b3lypsoap_pos1,b3lyp_cluster,dft_pos0,dft_pos1,dft_cluster,num_rotatable_bounds,b3lypsoapval_pos0,b3lypsoapval_pos1
778,554,99-31-0,Nc1cc(C(=O)O)cc(C(=O)O)c1,0,0.973343292,-2.690656708,0.62329,0.354,1.486,2.5229,0.563564874,-0.41052706,0.194133879,3.664,1.024516656,4.5567927,5.9550047,5,5,2.9804242,12.678017,4.162079,12.673808,1,6.7405286,5.5184746,2,,3.281017,12.317985
780,555,99770-93-1,CC1(C)OB(c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)OC1(C)C,0,1.684654939,-3.141345061,0.82302,0.593,1.496,0.0001,0.722962038,-0.238978072,-0.533646397,4.826,1.380761499,8.533719,-0.6703264,2,4,3.3228672,3.3919,10.501413,7.267578,5,0.3812636,4.8938837,5,,9.100965,9.677255
781,556,99-92-3,CC(=O)c1ccc(N)cc1,0.228525894,0.807858486,-3.206641514,0.47807,0.773,1.348,2.4667,0.497696242,-0.316942855,-0.231369023,4.0145,0.802333317,6.068887,-0.8400186,3,5,4.5758786,12.475937,8.300918,7.431623,1,7.349761,7.91786,2,,6.938471,10.891213
782,557,99970-84-0,O=Cc1ccnc(-c2cc(C=O)ccn2)c1,0,1.670810174,-1.898089826,0.53293,-0.791,3.89,0.0006,0.687865647,-0.269162696,-0.485943574,3.5689,0.598215314,4.4740033,0.8951835,3,3,6.0991206,10.03149,3.448458,6.9701624,4,-3.0815723,3.8759685,1,,3.2050679,5.6378193
785,558,857537-46-3,NNC(=O)c1cc(Br)c(O)c(Br)c1,0,1.557280829,-3.129819171,0.88328,-0.281,1.666,1.178,0.584982435,-0.32957864,-0.684969323,4.6871,0.013799394,1.8566554,3.508429,4,2,9.288254,8.571002,0.5988072,9.788514,3,2.9250128,6.618536,4,,-1.2873797,8.180164
786,559,33255-13-9,CCn1c2ccc(Br)cc2c2cc(Br)ccc21,1.252119423,0.658130161,-3.097869839,0.72498,-0.165,1.461,0.4744,0.422805871,-0.203154396,-0.665172258,3.756,0.676732514,6.2953405,0.94903183,2,4,3.152127,5.096471,3.920066,8.337176,5,2.4408832,7.5956793,4,,6.724926,8.896963
788,560,61414-16-2,O=C(O)c1ccc(-c2nc(-c3ccc(C(=O)O)cc3)nc(-c3ccc(C(=O)O)cc3)n2)cc1,0.201219348,2.173450082,-1.749149918,0.56078,1.4,1.92,0.0329,0.483021308,-0.866284797,-1.434937054,3.9226,0.415598729,4.6074443,1.1535887,3,1,1.4492953,11.653988,5.1731524,11.580144,2,-0.32110444,3.9770854,5,,3.4321947,11.126383
789,561,116-75-6,Cc1cc(C)c(Nc2ccc(Nc3c(C)cc(C)cc3C)c3c2C(=O)c2ccccc2C3=O)c(C)c1,0.331050603,0.335190733,-1.697609267,0.78377,-0.08,1.925,2.4755,0.172241028,-0.255896698,-0.607210787,2.0328,1.010340875,8.012687,0.66095847,2,4,4.0529423,6.533842,8.323385,8.209893,5,8.5427475,3.4067822,3,,6.9327774,9.648719
790,562,32724-62-2,CCc1cc(C)cc(CC)c1Nc1ccc(Nc2c(CC)cc(C)cc2CC)c2c1C(=O)c1ccccc1C2=O,0,0.356383673,-1.696616327,0.79258,0.04,1.877,2.2356,0.175889012,-0.249037273,-0.765661631,2.053,1.055207955,8.12899,0.45914,2,4,4.071482,6.536788,8.449111,8.240439,5,8.5056925,3.4094768,3,,6.925436,9.628822
791,563,4851-50-7,CC(C)(C)c1ccc(Nc2ccc(Nc3ccc(C(C)(C)C)cc3)c3c2C(=O)c2c(O)ccc(O)c2C3=O)cc1,0,0.226972983,-1.550327017,0.75792,-0.716,2.409,3.1887,0.141461009,-0.427777419,-1.426520716,1.7773,0.772006078,8.018209,0.29293945,2,4,4.0006123,6.510221,8.575639,8.385628,5,8.833,3.4283972,3,,7.112391,10.175119
792,564,12671-74-8,CCCCCCCCCCCCCCCCCCn1c(=O)c2ccc3sc4ccccc4c4ccc(c1=O)c2c34,12.28561476,0.856900317,-1.827299683,0.75018,0.006,2.24,2.2868,0.187385087,-0.308140217,-0.836911846,2.6842,0.846292383,8.293192,-0.31163645,2,4,3.9030974,4.2391586,9.391518,7.767517,5,8.41899,3.4783652,3,,7.9323516,10.238944
804,565,2377-81-3,N#Cc1c(F)c(F)c(F)c(C#N)c1F,0.3860578,2.508379556,-2.064120444,0.86517,0.116,1.427,0.2018,0.833737572,-0.290370503,-0.273195005,4.5725,1.162842959,0.38955298,0.7716068,4,2,11.433793,8.744422,-0.18481794,6.109661,3,0.3388439,2.7743053,5,,0.02998237,4.693211
805,566,1416881-52-1,N#Cc1c(-n2c3ccccc3c3ccccc32)c(C#N)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,20.54587179,0.808341036,-1.637658964,0.35659,-1.864,2.217,3.0143,0.372399241,-0.739097276,-0.469186726,2.446,0.009795252,8.441907,2.1434913,2,1,0.27835476,10.09789,6.348797,8.490251,2,8.982645,3.6844127,3,,5.33008,7.650403
806,567,17014-39-0 ,Cn1c2ccc(Br)cc2c(=O)c2cc(Br)ccc21,9.207048115,0.951738134,-2.308661866,0.72454,-0.32,1.5,1.0784,0.289245513,-0.315332708,-0.732632671,3.2604,0.81166165,4.86874,2.8307102,1,4,3.181865,5.1309,3.6918871,8.556917,5,3.9409328,6.0427017,4,,2.0353186,8.185434
807,568,55011-44-4,Cc1cc2c(cc1N)S(=O)(=O)c1cc(N)c(C)cc1-2,0,0.365650564,-2.937849436,0.76614,-0.707,1.137,0.9653,0.372611118,-0.628502661,-0.742232881,3.3035,0.769527945,6.1895394,-0.6514836,3,4,4.3769183,5.341908,8.101582,7.1955943,5,5.114247,8.237507,2,,5.685355,11.960188
812,569,54983-19-6,Nc1ccc(-c2nnc(-c3ccc(N)cc3)nn2)cc1,0,0.25653831,-1.89986169,0.63684,-0.17,0.613,0.0046,0.615427863,-0.483114073,-0.708206853,2.1564,0.696596926,4.254899,-1.0982726,3,1,1.805516,11.157438,6.6417904,5.629245,2,-0.32224083,7.0280237,4,,5.6408014,3.9249058
813,570,47797-98-8,O=[N+]([O-])c1ccc(C(=C(c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2)cc1,0,1.554660484,-1.299739516,0.73382,1.662,2.769,0.0012,0.279449774,-0.728541468,-0.56730155,2.8544,0.996454404,6.7319126,3.932564,1,1,1.4436102,11.740169,5.2862644,11.770974,2,-0.9604649,3.2973273,1,,3.3167012,11.124198
815,571,286380-59-4,N#CCc1ccc(-c2ccc(CC#N)cn2)nc1,0.010799061,1.734343304,-2.565156696,0.61229,0.3,2.028,0.0015,0.43200928,-0.488640879,-0.431206629,4.2995,0.906846342,4.5327187,-0.595879,3,3,5.8407526,10.937058,5.595729,5.664469,4,-0.8780659,4.4923916,1,,4.453033,3.9321256
816,572,443922-06-3,O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1,0.297687834,1.874470947,-1.621229053,0.47917,-1.589,4.626,0.8067,0.733574397,-0.430818826,-1.165796124,3.4957,0.477054362,4.582087,0.96019214,3,1,1.5034453,11.101999,3.5312564,7.0022345,2,-3.1427002,3.9094398,1,,3.3405778,5.6194735
817,573,4081-00-9,C1=CC=C2C(=C1)C3=CC=CC=C3C24C5=C(C=C(C=C5)O)OC6=C4C=CC(=C6)O,0,0.79837362,-3.363562061,0.18602,-0.119,1.181,6.616358,0.435591143,-0.390235349,-0.509255731,4.1619,0.941879693,,,,,,,,,,,,,0,4.6687117,10.077876
818,574,5472-23-1,C1=CC=C(C=C1)N2C3=CC=CC=C3C(=O)C4=CC=CC=C42,3.328435279,0.816795317,-2.657141393,0.74428,0.058,1.471,1.457641,0.326462456,-0.282127792,-0.568737396,3.4739,0.848544689,,,,,,,,,,,,,1,6.111216,7.29303
819,575,159-66-0,C1=CC=C2C(=C1)C3=CC=CC=C3C24C5=CC=CC=C5C6=CC=CC=C46,0,0.91141766,-3.32864765,0.79918,0.183,2.177,1.24572,0.342764202,-0.18745655,-0.419835312,4.2401,1.086485848,,,,,,,,,,,,,0,4.9735785,8.098241
820,576,31366-25-3,C1=CSC(=C2SC=CS2)S1,0,-0.587701429,-3.289368275,0.58855,0.208,1.407,0.006418,0.801497413,-0.199985368,-0.481888243,2.7017,0.219178042,,,,,,,,,,,,,0,1.8165162,6.126966
821,577,85-01-8,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,0.056961763,0.819947447,-3.204808507,0.95547,0.085,1.39,0.320257,0.524729158,-0.13152756,-0.512615345,4.0248,1.161957204,,,,,,,,,,,,,0,4.9723525,8.499234
822,578,33626-98-1,COC(=O)C1=CC2=C(C=C1)C=C(C=C2)Br,0,1.408187017,-2.529075301,0.80962,0.275,2.171,2.412407,0.336306634,-0.187417829,-0.592042753,3.9373,1.321121676,,,,,,,,,,,,,1,7.356421,12.134226
823,579,84-60-6,C1=CC2=C(C=C1O)C(=O)C3=C(C2=O)C=C(C=C3)O,2.693391088,1.463294144,-1.626545161,0.69894,-0.741,1.824,0.000958,0.514701876,-0.450694939,-0.710477096,3.4935,0.612658909,,,,,,,,,,,,,0,3.370613,10.871434
824,580,319-89-1,C1(=C(C(=O)C(=C(C1=O)O)O)O)O,0,0.617670289,-1.129152965,0.56577,-0.035,1.415,0.258828,0.966322243,-0.333658022,-0.420016304,1.7468,0.703744464,,,,,,,,,,,,,0,2.9144428,12.324134
825,581,7310-97-6,COC1=CC(=C(C=C1C=O)OC)C=O,1.369580323,1.09510384,-1.862820117,0.65017,0.394,1.729,0.000154,0.511161359,-0.270495016,-0.545551132,2.9579,0.976324301,,,,,,,,,,,,,4,6.815593,12.653422
826,582,63-91-2,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,0.053924644,1.230004486,-4.166579388,0.93056,0.07,1.153,0.284091,0.927299661,-0.285228547,-0.098819319,5.3966,0.279544243,,,,,,,,,,,,,3,7.1271963,10.947048
827,583,108-50-9,CC1=CN=CC(=N1)C,0.034462349,0.881794595,-3.14321641,0.6114,-0.111,1.426,0.031493,1.557689508,-0.139670079,-0.368616023,4.025,0.65414621,,,,,,,,,,,,,0,6.097119,3.9971924
828,584,103-82-2,C1=CC=C(C=C1)CC(=O)O,0.060295031,1.401157767,-3.975631492,0.95468,0.286,1.416,0.480984,0.896508497,-0.211282547,-0.217589049,5.3768,0.99893915,,,,,,,,,,,,,2,6.006373,11.51262
829,585,5728-52-9,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,0.039319787,1.263221537,-3.398352089,0.84028,0.236,2.748,1.092799,0.385662898,-0.254521303,-0.392996941,4.6616,1.304412714,,,,,,,,,,,,,3,6.0112634,10.328508
830,586,5274-99-7,C1CN(CCC1C(=O)O)C(=O)C2=CC=CC=C2,0,1.261548097,-3.525277402,0.56745,0.544,1.234,2.924108,0.880164438,-0.370490856,-0.382759257,4.7868,0.901618479,,,,,,,,,,,,,2,7.4475646,10.738961
831,587,288-13-1,C1=CNN=C1,0,1.648471095,-5.063049381,0.85953,0.134,0.96,1.081253,0.808063309,-0.21147074,-0.375712826,6.7115,1.964173757,,,,,,,,,,,,,0,5.97263,3.6309366
832,588,696-62-8,COC1=CC=C(C=C1)I,0,0.956085417,-3.063142751,0.49698,-0.418,2.012,4.403417,0.663707499,-0.138233567,-0.355771063,4.0192,0.42210925,,,,,,,,,,,,,1,6.7337837,11.394638
833,589,4316-58-9,C1=CC(=CC=C1N(C2=CC=C(C=C2)Br)C3=CC=C(C=C3)Br)Br,0.922324405,0.311972721,-3.468072229,0.64606,0.218,2.23,0.004466,0.421452968,-0.182290131,-0.431689416,3.7801,0.642533896,,,,,,,,,,,,,3,2.4358983,7.813439
834,590,17217-57-1,COC1=CC(=NC=C1)C2=NC=CC(=C2)OC,0.168819853,1.526368958,-2.988883522,0.50511,0.324,1.548,0.272899,0.457249352,-0.251663463,-0.343123684,4.5153,0.937734296,,,,,,,,,,,,,3,7.0695405,11.525269
835,591,135-67-1,C1=CC=C2C(=C1)NC3=CC=CC=C3O2,0,-0.260878723,-4.013075003,0.69579,0.487,0.977,0.48634,0.666010364,-0.197364049,-0.518850084,3.7522,0.729608233,,,,,,,,,,,,,0,4.099593,5.4830985
836,592,72914-19-3,CC(C)(C)C1=CC(=NC=C1)C2=NC=CC(=C2)C(C)(C)C,0.236385474,1.383358638,-3.02378449,0.52678,0.266,1.56,0.000867,0.511624604,-0.162201144,-0.324435004,4.4072,1.051781426,,,,,,,,,,,,,1,7.919575,9.910934
837,593,5535-48-8,C=CS(=O)(=O)C1=CC=CC=C1,0,2.195159119,-2.955165129,0.82144,0.8,1.594,2.251794,0.672596505,-0.31728969,-0.393628404,5.1503,0.698283591,,,,,,,,,,,,,2,5.7302694,11.590657
838,594,32159-21-0,C1CC(=O)N([C@@H]1C(=O)O)C(=O)OCC2=CC=CC=C2,0,1.328575379,-3.774106699,0.48466,0.187,1.226,1.310755,0.965884985,-0.445302258,-0.50046822,5.1027,0.694612488,,,,,,,,,,,,,3,6.2076144,12.14988
839,595,1122-58-3,CN(C)C1=CC=NC=C1,0,0.449191117,-4.321008196,0.63896,-0.278,1.394,2.835702,0.706720156,-0.213922805,-0.373207171,4.7702,0.279397601,,,,,,,,,,,,,1,7.8166275,10.428197
840,596,480424-86-0,B(C1=CC2=C(C=C1)C3=C(C2(CCCCCCCCCCCC)CCCCCCCCCCCC)C=C(C=C3)B(O)O)(O)O,0.13164884,1.15433552,-2.904960498,0.80696,0.415,2.547,0.128172,0.360030261,-0.472548715,-0.905283127,4.0593,1.17809092,,,,,,,,,,,,,24,8.144786,9.995558
841,597,477-75-8,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,0.040778379,0.98563063,-3.982095455,0.843,-0.1,2.053,1.46617,0.453667066,-0.191461401,-0.426591461,4.9677,1.28993652,,,,,,,,,,,,,0,4.8922195,8.349824
842,598,99-12-7,CC1=CC(=CC(=C1)[N+](=O)[O-])C,0,1.69407854,-2.070891132,0.46959,0.08,1.318,4.329881,0.820692101,-0.187982354,-0.402281372,3.765,0.854701518,,,,,,,,,,,,,1,6.484376,11.455682
843,599,84-67-3,CC1=C(C=CC(=C1)N)C2=C(C=C(C=C2)N)C,0.054985524,0.371780057,-4.361235586,0.77621,-0.677,1.336,0.036695,0.536719219,-0.327977636,-0.317000425,4.733,1.161059966,,,,,,,,,,,,,1,7.139077,9.593338
844,600,14235-81-5,C#CC1=CC=C(C=C1)N,0,0.70118136,-3.903166412,0.76847,-0.659,1.101,0.104728,0.332680265,-0.245878368,-0.270899052,4.6044,1.53535782,,,,,,,,,,,,,0,5.9737716,5.1885314
845,601,21512-16-3,C1=C(SC(=C1)C#N)C=O,0.038390789,1.765448555,-1.755694045,0.80224,0.162,2.104,1.586706,0.97474912,-0.263951379,-0.265436939,4.2136,0.79130093,,,,,,,,,,,,,1,2.2860765,5.746718
846,602,43192-33-2,COC1=C(C=CC(=C1)Br)C=O,12.28574297,1.191749697,-2.509894055,0.4856,0.77,1.335,2.593253,0.876996253,-0.203154124,-0.47973219,3.7017,0.530470416,,,,,,,,,,,,,2,7.1093874,12.167869
847,603,99-81-0,C1=CC(=CC=C1C(=O)CBr)[N+](=O)[O-],0,1.943325803,-1.390772743,0.50385,1.079,1.707,4.131292,1.100850012,-0.270579099,-0.43422845,3.3341,0.443860385,,,,,,,,,,,,,3,2.9585464,11.517001
848,604,28320-32-3,CC1(C2=C(C=CC(=C2)Br)C3=C1C=C(C=C3)Br)C,0.079921379,1.105128782,-3.05833046,0.79538,-0.422,1.02,0.307294,0.337823391,-0.141776043,-0.481389073,4.1635,1.189745248,,,,,,,,,,,,,0,6.806736,8.922817
849,605,81090-53-1,C1=CC=C(C=C1)N(C2=CC=C(C=C2)Br)C3=CC=C(C=C3)Br,0.728539138,0.233333969,-3.561587399,0.65599,0.202,1.795,1.527392,0.438066555,-0.164892587,-0.423651095,3.7949,0.629628937,,,,,,,,,,,,,3,2.564751,7.7342396
850,606,132717-37-4,C1=CC=C(C=C1)C2(C3=C(C=CC(=C3)Br)C4=C2C=C(C=C4)Br)O,0.101334189,1.141142666,-2.893168753,0.8225,-0.527,1.226,0.531197,0.369273396,-0.228446211,-0.492198034,4.0343,1.090019099,,,,,,,,,,,,,1,2.5949364,8.018634
851,607,959-88-6,C1=CC(=CC=C1C#CC#CC2=CC=C(C=C2)Br)Br,0,1.001469784,-2.282204591,0.83668,-0.064,3.935,0.000315,0.387911231,-0.159733052,-0.604714429,3.2837,0.857327109,,,,,,,,,,,,,0,2.640402,8.457936
852,608,105309-59-9,C1=CC(=CC=C1C(C2=CC=C(C=C2)Br)(C3=CC=C(C=C3)Br)C4=CC=C(C=C4)Br)Br,0.067912528,1.532981032,-3.308913335,0.72631,-0.087,1.854,2.883909,0.364538902,-0.216552968,-0.530234803,4.8419,1.331516937,,,,,,,,,,,,,4,2.450431,7.936496
853,609,83-33-0,C1CC(=O)C2=CC=CC=C21,0.100824034,0.89558882,-2.902568843,0.47731,0.63,1.34,2.409771,1.541266019,-0.191866332,-0.329256216,3.7982,0.419355548,,,,,,,,,,,,,0,6.248011,10.189424
854,610,95-15-8,C12=CC=CC=C1SC=C2,0,1.046766693,-3.609518934,0.85651,0.025,1.427,0.328302,0.459715784,-0.111191005,-0.368647892,4.6563,1.585179342,,,,,,,,,,,,,0,5.184362,8.494777
855,611,90-44-8,C1C2=CC=CC=C2C(=O)C3=CC=CC=C31,0,1.150359432,-2.48856592,0.67198,-0.356,1.372,1.701351,1.0315003,-0.211024448,-0.538652356,4.1491,0.43620084,,,,,,,,,,,,,0,5.117081,9.893531
856,612,82-44-0,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)Cl,0,1.48933846,-1.389811912,0.61172,0.115,1.782,3.804405,1.149077144,-0.238551943,-0.697428102,3.5344,0.383060001,,,,,,,,,,,,,0,3.9005117,10.1315565
857,613,589-87-7,C1=CC(=CC=C1Br)I,0,1.437427736,-2.933573724,0.54385,-0.581,2.139,3.196394,0.69877666,-0.097035768,-0.348314529,4.371,0.752244143,,,,,,,,,,,,,0,2.065834,8.20957
858,614,580-13-2,C1=CC=C2C=C(C=CC2=C1)Br,0.017903159,1.236677458,-3.034668602,0.87261,-0.179,1.793,0.485193,0.317400494,-0.110695841,-0.460130208,4.2714,1.558697822,,,,,,,,,,,,,0,2.301504,7.9844413
859,615,134-32-7,C1=CC=C2C(=C1)C=CC=C2N,0,0.393151784,-3.44949434,0.76944,0.03,1.611,2.726281,0.39778526,-0.208581798,-0.393706108,3.8427,1.182017783,,,,,,,,,,,,,0,5.961883,5.2197256
860,616,4105-92-4,CCOC(=O)C1=CC(=CC(=C1)C(=O)OCC)C(=O)OCC,0.043412253,2.118120854,-2.540468944,0.47809,-0.926,2.139,0.598863,0.978914,-0.290392463,-0.405353248,4.7537,1.166162575,,,,,,,,,,,,,6,7.152177,12.845595
861,617,66-71-7,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,0.477717782,1.264551381,-2.821337316,0.9075,0.203,1.375,0.955141,0.598008236,-0.30084084,-0.546930748,4.0859,1.182455123,,,,,,,,,,,,,0,4.494219,4.54539
862,618,121124-97-8,B(C1=CC(=C(C=C1)OC)C=O)(O)O,2.75972868,1.097020169,-2.631968818,0.48887,0.625,1.339,2.361956,0.927385594,-0.426146428,-0.466711933,3.729,0.482474417,,,,,,,,,,,,,3,6.0684233,13.13823
863,619,27318-90-7,C1=CC2=C(C3=C(C=CC=N3)C(=O)C2=O)N=C1,0,1.337804908,-1.022859858,0.60553,-0.372,1.374,3.424748,1.420241068,-0.389513106,-0.785532583,2.9444,0.44667534,,,,,,,,,,,,,0,2.866724,5.5526648
864,620,1415238-25-3,C1=CC(=CC=C1C=O)C2=CC(=C3C=CC4=C(C=C(C5=C4C3=C2C=C5)C6=CC=C(C=C6)C=O)C7=CC=C(C=C7)C=O)C8=CC=C(C=C8)C=O,3.19482265,0.735755249,-1.866668992,0.79565,1.731,2.501,0.135714,0.155581152,-0.620469614,-1.344075859,2.6024,0.699592727,,,,,,,,,,,,,8,4.476924,9.956637
865,621,99768-12-4,B(C1=CC=C(C=C1)C(=O)OC)(O)O,0.039402307,1.886501098,-2.785046884,0.76763,0.675,1.506,0.96121,0.724379827,-0.378656151,-0.371423415,4.6716,1.323050876,,,,,,,,,,,,,2,6.1666,13.115769
866,622,56278-50-3,C1=CC=C2C(=C1)N=C(S2)CC#N,0,1.540825097,-3.088584065,0.80805,0.185,1.763,1.935169,0.58689525,-0.267559325,-0.440556075,4.6294,0.491583237,,,,,,,,,,,,,1,4.2063456,4.165336
867,623,693-98-1,CC1=NC=CN1,0,1.036004651,-5.329280413,0.79711,0.117,1.286,1.638244,0.625217142,-0.269776094,-0.370632232,6.3653,2.172074702,,,,,,,,,,,,,0,6.0578833,3.823842
868,624,30169-25-6,CC1=CC(=NN1C2=NN=C(N=N2)N3C(=CC(=N3)C)C)C,0,0.802492078,-1.418992658,0.63134,-0.293,0.522,0.057884,1.221715178,-0.377140944,-0.696556422,2.2215,0.717301106,,,,,,,,,,,,,2,5.928554,3.8177671
869,625,87-82-1,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br,0,1.693266473,-2.122756441,0.56375,-0.293,2.468,0.021975,0.752076794,-0.094474912,-0.556256019,4.85,0.805266722,,,,,,,,,,,,,0,0.61529595,8.031726
870,626,1198-64-7,C1(=C(C(=C(C(=C1F)F)N)F)F)N,0,0.078473019,-4.551242107,0.78173,-0.499,0.696,0.177363,0.857351436,-0.221654161,-0.333880075,4.6297,0.905259134,,,,,,,,,,,,,0,0.3909793,5.454636
871,627,501433-06-3,C1=CC(=C(C(=C1I)F)F)I,0,1.512518651,-2.717867953,0.62822,0.546,0.809,0.172749,0.781193701,-0.107035349,-0.428807993,4.5043,0.395190962,,,,,,,,,,,,,0,0.46808186,5.8230457
872,628,6271-79-0,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)[N+](=O)[O-])[N+](=O)[O-])N,0,0.650350162,-1.995659861,0.68087,0.668,0.77,0.793763,0.339362735,-0.464061483,-0.518985401,2.646,0.265252841,,,,,,,,,,,,,3,5.474344,12.2549715
873,629,1038-66-0,C1(=C(C(=C(C(=C1F)F)N)F)F)C2=C(C(=C(C(=C2F)F)N)F)F,0,0.858687739,-3.551479217,0.79999,-0.596,0.907,0.034193,0.42867131,-0.273994117,-0.583763906,4.4102,1.149512797,,,,,,,,,,,,,1,0.23576435,5.371094
874,630,106-40-1,C1=CC(=CC=C1N)Br,0,0.503666262,-4.111274162,0.73005,-0.486,1.572,0.839351,0.657410586,-0.211393977,-0.292616977,4.615,0.908843542,,,,,,,,,,,,,0,-1.440408,7.971768
875,631,31181-90-5,C1=CC(=NC=C1Br)C=O,0,1.401980936,-2.177026386,0.47617,0.277,1.315,2.198869,1.569810645,-0.166184851,-0.291145623,4.3589,0.510940049,,,,,,,,,,,,,1,1.2069136,8.664963
876,632,448-97-5,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)F)F)N,0,0.3121392,-3.831291464,0.79347,-0.579,0.753,0.138386,0.345875678,-0.30191517,-0.491487431,4.1434,1.21596671,,,,,,,,,,,,,1,5.3251204,4.302998
877,633,16400-50-3,C1=C(C=C(C=C1Br)Br)C2=CC(=CC(=C2)Br)Br,0.051383197,1.816305087,-2.762719958,0.83479,-0.632,2.162,0.011803,0.404520465,-0.126725745,-0.594323093,4.579,1.346058656,,,,,,,,,,,,,1,1.4312575,8.083129
878,634,205383-17-1,C1=CC(=CC=C1C#CC2=CC(=CC(=C2)C#CC3=CC=C(C=C3)C(=O)O)C#CC4=CC=C(C=C4)C(=O)O)C(=O)O,0,1.310393414,-2.091837874,0.83552,1.195,3.828,1.17014,0.30216652,-0.568062827,-0.766142499,3.4667,0.874321654,,,,,,,,,,,,,3,4.120304,10.72378
879,635,89901-03-1,COC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)Br,0.03574609,1.466442056,-2.667183261,0.73308,-0.077,2.981,5.256882,0.380129888,-0.20958116,-0.653617846,4.1336,1.101285393,,,,,,,,,,,,,2,7.3014884,12.057172
880,636,73016-08-7,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2C(=O)O)C(=O)O,0,0.973571018,-1.944995223,0.84677,-0.182,2.32,0.054826,0.236685711,-0.368446091,-0.391411053,2.9186,1.178308856,,,,,,,,,,,,,2,3.4363468,10.886998
881,637,150-13-0,C1=CC(=CC=C1C(=O)O)N,0.059001238,1.040194484,-3.427872458,0.70013,0.089,1.993,3.60544,0.355428477,-0.327044479,-0.065053846,4.4681,1.464466533,,,,,,,,,,,,,1,5.4412255,12.267049
882,638,921619-89-8,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C3=CC(=CC(=C3)C(=O)O)C(=O)O,0.052186056,1.414747661,-2.494715592,0.59852,1.743,2.826,0.068388,0.375644922,-0.596839865,-0.011295903,3.9095,0.984093127,,,,,,,,,,,,,6,3.4657123,11.689464
883,639,4371-28-2,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,0,1.861022505,-2.383954989,0.80725,0.593,2.689,0.160959,0.501464803,-0.567292475,0.194397913,4.245,1.036735292,,,,,,,,,,,,,5,3.1887536,11.8371315
884,640,55119-09-0,C1=C(C=C(C2=C1C3=C(N2)C(=CC(=C3)Br)Br)Br)Br,0.128177078,1.011759465,-2.749868061,0.74908,-0.241,1.512,0.250676,0.390498482,-0.147281161,-0.707984383,3.7616,0.686268986,,,,,,,,,,,,,0,1.2206324,7.7911687
885,641,4612-26-4,B(C1=CC=C(C=C1)B(O)O)(O)O,0.052996895,1.717088932,-3.248578917,0.85706,0.518,1.444,0.105372,0.820341864,-0.422067563,-0.492671136,4.9657,1.390938688,,,,,,,,,,,,,2,5.862795,13.258613
886,642,624-38-4,C1=CC(=CC=C1I)I,0,1.389461071,-2.935490978,0.62758,0.556,3.018,0.001444,0.722612752,-0.106325869,-0.364208872,4.4734,0.393894833,,,,,,,,,,,,,0,2.0594015,8.255072
887,643,736989-93-8,B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2)C=C(C=C3)C(=O)OC,1.485444902,1.24982623,-2.485631372,0.78346,0.617,2.243,1.419356,0.395136104,-0.253825646,-0.922341047,3.7355,1.200206904,,,,,,,,,,,,,2,9.233636,9.548147
888,644,5720-07-0,B(C1=CC=C(C=C1)OC)(O)O,0,1.064453086,-3.977382893,0.88823,-0.077,1.495,0.935773,0.659388167,-0.33216023,-0.379213569,5.0419,1.464631841,,,,,,,,,,,,,2,5.977849,13.184735
889,645,540-38-5,C1=CC(=CC=C1O)I,0,0.980097212,-3.058366216,0.51119,-0.348,1.997,4.093814,0.707132162,-0.199367644,-0.307757205,4.0385,0.437350572,,,,,,,,,,,,,0,5.3326273,11.37912
890,646,327-92-4,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-],0,2.358212385,-1.516384268,0.75014,0.673,1.241,1.911358,1.360677219,-0.313774806,-0.41288656,4.3229,0.500177055,,,,,,,,,,,,,2,2.75996,11.59968
